-1.0e0 -1.0e0 4.5e0 4.5e0
-9.16667e-1 -1.0e0 4.2569458e0 4.2569458e0
-8.333339e-1 -1.0e0 4.0277802e0 4.0277802e0
-7.500008e-1 -1.0e0 3.812503e0 3.812503e0
-6.666676e-1 -1.0e0 3.6111115e0 3.6111115e0
-5.833345e-1 -1.0e0 3.423613e0 3.423613e0
-5.000015e-1 -1.0e0 3.250003e0 3.250003e0
-4.166684e-1 -1.0e0 3.0902809e0 3.0902809e0
-3.333353e-1 -1.0e0 2.9444476e0 2.9444476e0
-2.500021e-1 -1.0e0 2.8125032e0 2.8125032e0
-1.66669e-1 -1.0e0 2.6944476e0 2.6944476e0
-8.3336e-2 -1.0e0 2.5902809e0 2.5902809e0
-2.9e-6 -1.0e0 2.5000029e0 2.5000029e0
8.33302e-2 -1.0e0 2.4236137e0 2.4236137e0
1.666634e-1 -1.0e0 2.3611133e0 2.3611133e0
2.499965e-1 -1.0e0 2.3125017e0 2.3125017e0
3.333296e-1 -1.0e0 2.277779e0 2.277779e0
4.166628e-1 -1.0e0 2.256945e0 2.256945e0
4.999957e-1 -1.0e0 2.25e0 2.25e0
5.833289e-1 -1.0e0 2.2569437e0 2.2569437e0
6.66662e-1 -1.0e0 2.2777762e0 2.2777762e0
7.499951e-1 -1.0e0 2.3124976e0 2.3124976e0
8.333282e-1 -1.0e0 2.3611078e0 2.3611078e0
9.166612e-1 -1.0e0 2.4236066e0 2.4236066e0
9.999944e-1 -1.0e0 2.4999944e0 2.4999944e0

-1.0e0 -9.16667e-1 4.2569458e0 4.2569458e0
-9.16667e-1 -9.16667e-1 4.0138916e0 4.0138916e0
-8.333339e-1 -9.16667e-1 3.784726e0 3.784726e0
-7.500008e-1 -9.16667e-1 3.5694489e0 3.5694489e0
-6.666676e-1 -9.16667e-1 3.3680573e0 3.3680573e0
-5.833345e-1 -9.16667e-1 3.1805588e0 3.1805588e0
-5.000015e-1 -9.16667e-1 3.0069489e0 3.0069489e0
-4.166684e-1 -9.16667e-1 2.8472267e0 2.8472267e0
-3.333353e-1 -9.16667e-1 2.7013934e0 2.7013934e0
-2.500021e-1 -9.16667e-1 2.569449e0 2.569449e0
-1.66669e-1 -9.16667e-1 2.4513934e0 2.4513934e0
-8.3336e-2 -9.16667e-1 2.3472267e0 2.3472267e0
-2.9e-6 -9.16667e-1 2.2569487e0 2.2569487e0
8.33302e-2 -9.16667e-1 2.1805595e0 2.1805595e0
